name,phone,website,email,address,street,city,state,zip,rating,review_count,category,hours_status,hours_detail,google_maps_url,search_keyword,search_place,search_type,search_state,scraped_at,place_id
Midas,(850) 200-0876,https://www.midas.com/store/fl/ft-walton-beach/101-eglin-parkway-southeast-32548/?shopnum=3692&utm_source=google&utm_medium=organic&utm_campaign=gbp,,"101 Eglin Pkwy SE, Fort Walton Beach, FL 32548, United States",101 Eglin Pkwy SE,Fort Walton Beach,FL,32548,4.8,980,Auto repair shop,,,https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x88913f392ff1b5a1:0xbf91fcb00bbcf356!8m2!3d30.4083337!4d-86.6036918!16s%2Fg%2F12hn2ts84!19sChIJobXxLzk_kYgRVvO8C7D8kb8?authuser=0&hl=en&rclk=1,auto repair shop,Santa Rosa County,county,FL,2026-07-23T11:41:38,0x88913f392ff1b5a1:0xbf91fcb00bbcf356
Pep Boys Auto Service & Tires,(850) 344-1396,https://www.pepboys.com/stores/fl/fort-walton-beach/705-north-beal-st?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,,"705 Beal Pkwy NW, Fort Walton Beach, FL 32547, United States",705 Beal Pkwy NW,Fort Walton Beach,FL,32547,4.3,506,Tire shop,,,https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x88913ef5090cdb8f:0x13d6cb8c4eb452c6!8m2!3d30.437041!4d-86.638319!16s%2Fg%2F1tgff42l!19sChIJj9sMCfU-kYgRxlK0TozL1hM?authuser=0&hl=en&rclk=1,auto repair shop,Walton County,county,FL,2026-07-15T15:05:22,0x88913ef5090cdb8f:0x13d6cb8c4eb452c6
Pep Boys Auto Service & Tires,(850) 344-1291,https://www.pepboys.com/stores/fl/fort-walton-beach/15-w-miracle-strip-pkwy?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,,"15 Miracle Strip Pkwy SW, Fort Walton Beach, FL 32548, United States",15 Miracle Strip Pkwy SW,Fort Walton Beach,FL,32548,4.4,549,Tire shop,,,https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x88913f25e551456f:0x48d5cd6649304ca3!8m2!3d30.404571!4d-86.615146!16s%2Fg%2F1tj53cks!19sChIJb0VR5SU_kYgRo0wwSWbN1Ug?authuser=0&hl=en&rclk=1,auto repair shop,Okaloosa County,county,FL,2026-07-23T09:52:16,0x88913f25e551456f:0x48d5cd6649304ca3
Sal's Mufflers & Brakes inc,(850) 864-1993,http://salsmuffler.com/,,"1306 N Beal Extended, Fort Walton Beach, FL 32547, United States",1306 N Beal Extended,Fort Walton Beach,FL,32547,4.9,247,Muffler shop,,,https://www.google.com/maps/place/Sal%27s+Mufflers+%26+Brakes+inc/data=!4m7!3m6!1s0x88913e419c0afd8d:0x8bfd26f1855df232!8m2!3d30.4570024!4d-86.6388225!16s%2Fg%2F1tm0cl7b!19sChIJjf0KnEE-kYgRMvJdhfEm_Ys?authuser=0&hl=en&rclk=1,auto repair shop,Walton County,county,FL,2026-07-23T12:41:32,0x88913e419c0afd8d:0x8bfd26f1855df232
Fruitland Park Auto Repair Inc,(352) 315-0303,,,"2780 US-441, Fruitland Park, FL 34731, United States",2780 US-441,Fruitland Park,FL,34731,4.6,78,Auto repair shop,,,https://www.google.com/maps/place/Fruitland+Park+Auto+Repair+Inc/data=!4m7!3m6!1s0x88e7c0e399ea0a9b:0xf5bd2700dc5db3b7!8m2!3d28.8645579!4d-81.9052401!16s%2Fg%2F1tf6bwh8!19sChIJmwrqmePA54gRt7Nd3AAnvfU?authuser=0&hl=en&rclk=1,auto repair shop,Sumter County,county,FL,2026-07-23T11:59:40,0x88e7c0e399ea0a9b:0xf5bd2700dc5db3b7
Michael's Auto Repair Inc,(352) 365-2955,http://michaels-inc.edan.io/,,"307 N Villa Ave, Fruitland Park, FL 34731, United States",307 N Villa Ave,Fruitland Park,FL,34731,4.9,130,Auto repair shop,,,https://www.google.com/maps/place/Michael%27s+Auto+Repair+Inc/data=!4m7!3m6!1s0x88e7c0e34b0994af:0xb29a3b2953be7756!8m2!3d28.8610798!4d-81.9052977!16s%2Fg%2F1tf36slp!19sChIJr5QJS-PA54gRVne-Uyk7mrI?authuser=0&hl=en&rclk=1,auto repair shop,Sumter County,county,FL,2026-07-23T11:59:40,0x88e7c0e34b0994af:0xb29a3b2953be7756
AAMCO Transmissions & Total Car Care,(352) 448-0291,http://www.aamco-gainesvillefl.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,,"125 NE 23rd Ave Ste E, Gainesville, FL 32609, United States",125 NE 23rd Ave Ste E,Gainesville,FL,32609,4.2,214,Transmission shop,,,https://www.google.com/maps/place/AAMCO+Transmissions+%26+Total+Car+Care/data=!4m7!3m6!1s0x88e8a412d80ac569:0x7ae22e8274c0bce5!8m2!3d29.673525!4d-82.322764!16s%2Fg%2F11f1lr4hff!19sChIJacUK2BKk6IgR5bzAdIIu4no?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a412d80ac569:0x7ae22e8274c0bce5
Ahrens Auto Inc.,(352) 378-5710,http://www.ahrensauto.com/,,"604 SE 2nd St, Gainesville, FL 32601, United States",604 SE 2nd St,Gainesville,FL,32601,4.6,138,Auto repair shop,,,https://www.google.com/maps/place/Ahrens+Auto+Inc./data=!4m7!3m6!1s0x88e8a3ed49c2332d:0xad8cee1817185414!8m2!3d29.64629!4d-82.3232952!16s%2Fg%2F1hc2xp6x4!19sChIJLTPCSe2j6IgRFFQYFxjujK0?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a3ed49c2332d:0xad8cee1817185414
Automotive Super Sports Inc.,(352) 379-9111,http://www.automotivesupersportinc.com/,,"3001 NE 21 Way, Gainesville, FL 32609, United States",3001 NE 21 Way,Gainesville,FL,32609,4.7,331,Auto body shop,,,https://www.google.com/maps/place/Automotive+Super+Sports+Inc./data=!4m7!3m6!1s0x88e8a6a27034a87f:0x547fca322b6ecd8c!8m2!3d29.6798831!4d-82.2943512!16s%2Fg%2F1td4fcq_!19sChIJf6g0cKKm6IgRjM1uKzLKf1Q?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a6a27034a87f:0x547fca322b6ecd8c
Dave Barber's Paint & Body Inc,(352) 376-5331,http://davebarbers.com/,,"310 NW 6th St, Gainesville, FL 32601, United States",310 NW 6th St,Gainesville,FL,32601,4.7,116,Auto body shop,,,https://www.google.com/maps/place/Dave+Barber%27s+Paint+%26+Body+Inc/data=!4m7!3m6!1s0x88e8a3892e38bbb5:0x9bf536d9822d6f4d!8m2!3d29.654315!4d-82.3311339!16s%2Fg%2F1wt3p7h4!19sChIJtbs4Lomj6IgRTW8tgtk29Zs?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-15T16:44:12,0x88e8a3892e38bbb5:0x9bf536d9822d6f4d
Firestone Complete Auto Care,(352) 436-4710,https://www.firestonecompleteautocare.com/florida/gainesville/725-n-main-st/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,,"725 N Main St, Gainesville, FL 32601, United States",725 N Main St,Gainesville,FL,32601,4.2,668,Tire shop,,,https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88e8a38aa3f3b8df:0x2859b0047eed46c4!8m2!3d29.6588389!4d-82.3247729!16s%2Fg%2F1vf9d5vd!19sChIJ37jzo4qj6IgRxEbtfgSwWSg?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a38aa3f3b8df:0x2859b0047eed46c4
Firestone Complete Auto Care,(352) 358-3128,https://www.firestonecompleteautocare.com/florida/gainesville/3744-sw-archer-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,,"3744 SW Archer Rd, Gainesville, FL 32608, United States",3744 SW Archer Rd,Gainesville,FL,32608,4.1,823,Tire shop,,,https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88e8a328c570ebdf:0xc5bad539fa0ccf6b!8m2!3d29.6211809!4d-82.3797208!16s%2Fg%2F1td0z98v!19sChIJ3-twxSij6IgRa88M-jnVusU?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a328c570ebdf:0xc5bad539fa0ccf6b
"G.T. Motorcars, Inc.",(352) 371-0215,http://www.gt-motorcars.net/,,"33 SE 13th Rd, Gainesville, FL 32601, United States",33 SE 13th Rd,Gainesville,FL,32601,4.8,134,Auto body shop,,,"https://www.google.com/maps/place/G.T.+Motorcars,+Inc./data=!4m7!3m6!1s0x88e8a3bfd47fe2bf:0x3fb1d069cef28e0a!8m2!3d29.6371785!4d-82.3258134!16s%2Fg%2F1vcjn232!19sChIJv-J_1L-j6IgRCo7yzmnQsT8?authuser=0&hl=en&rclk=1",auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a3bfd47fe2bf:0x3fb1d069cef28e0a
Goodyear Auto Service,(352) 372-3537,https://www.goodyear.com/en-us/goodyearautoservice,,"1211 N Main St, Gainesville, FL 32601, United States",1211 N Main St,Gainesville,FL,32601,3.8,193,Tire shop,,,https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x88e8a474c6497697:0x404027d29261c825!8m2!3d29.6634363!4d-82.3241139!16s%2Fg%2F1tfd36_n!19sChIJl3ZJxnSk6IgRJchhktInQEA?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-23T14:06:00,0x88e8a474c6497697:0x404027d29261c825
Goodyear Auto Service,(352) 332-5111,https://www.goodyear.com/en-us/goodyearautoservice,,"407 NW 75th St, Gainesville, FL 32607, United States",407 NW 75th St,Gainesville,FL,32607,4.1,342,Tire shop,,,https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x88e8bc84d9a255db:0xe5f194a933608795!8m2!3d29.6565819!4d-82.4218895!16s%2Fg%2F1tg9jcw_!19sChIJ21Wi2YS86IgRlYdgM6mU8eU?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8bc84d9a255db:0xe5f194a933608795
Hoffmann Auto Inc,(352) 336-0530,,,"3020 N Main St #4, Gainesville, FL 32609, United States",3020 N Main St #4,Gainesville,FL,32609,4.8,66,Auto repair shop,,,https://www.google.com/maps/place/Hoffmann+Auto+Inc/data=!4m7!3m6!1s0x88e8a38eb5ec2413:0x8697d0ca0bf9b882!8m2!3d29.6813327!4d-82.320297!16s%2Fg%2F1vxf__gd!19sChIJEyTstY6j6IgRgrj5C8rQl4Y?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a38eb5ec2413:0x8697d0ca0bf9b882
J & B Auto Repair LLC,,,,"2629 N Main St, Gainesville, FL 32609, United States",2629 N Main St,Gainesville,FL,32609,5.0,1,Auto repair shop,,,https://www.google.com/maps/place/J+%26+B+Auto+Repair+LLC/data=!4m7!3m6!1s0x88e8a58d4f8f9179:0xe69a07da982b69a3!8m2!3d29.6764242!4d-82.3191411!16s%2Fg%2F11j3vpp3by!19sChIJeZGPT42l6IgRo2krmNoHmuY?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-15T16:44:12,0x88e8a58d4f8f9179:0xe69a07da982b69a3
Jiffy Lube Oil Change,(352) 375-4884,https://www.jiffylube.com/locations/fl/gainesville/1837,,"3200 SW 34th St, Gainesville, FL 32608, United States",3200 SW 34th St,Gainesville,FL,32608,4.7,1444,Oil change service,,,https://www.google.com/maps/place/Jiffy+Lube+Oil+Change/data=!4m7!3m6!1s0x88e8a3247cd2f299:0xd946eb1f88ff9d92!8m2!3d29.6244151!4d-82.3729308!16s%2Fg%2F1td9fl6p!19sChIJmfLSfCSj6IgRkp3_iB_rRtk?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-23T14:06:00,0x88e8a3247cd2f299:0xd946eb1f88ff9d92
Midas,(352) 231-8648,https://www.midas.com/store/fl/gainesville/3845-southwest-archer-road-32608/?shopnum=3211&utm_source=google&utm_medium=organic&utm_campaign=gbp,,"3845 SW Archer Rd, Gainesville, FL 32608, United States",3845 SW Archer Rd,Gainesville,FL,32608,4.5,1236,Auto repair shop,,,https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x88e8a3299922cfe3:0x2d5446d9a3d8898a!8m2!3d29.61894!4d-82.38212!16s%2Fg%2F1tfjlz3l!19sChIJ488imSmj6IgRionYo9lGVC0?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a3299922cfe3:0x2d5446d9a3d8898a
Pep Boys Auto Service & Tires,(352) 224-9835,https://www.pepboys.com/stores/fl/gainesville/7725-w-newberry-rd?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,,"7725 W Newberry Rd, Gainesville, FL 32606, United States",7725 W Newberry Rd,Gainesville,FL,32606,3.9,1199,Tire shop,,,https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x88e8bc83f49cc0a1:0x1032614fe4821abb!8m2!3d29.659058!4d-82.424913!16s%2Fg%2F1thx4wvp!19sChIJocCc9IO86IgRuxqC5E9hMhA?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-23T14:06:00,0x88e8bc83f49cc0a1:0x1032614fe4821abb
Rollins Automotive Inc,(352) 335-7223,,,"9430 NW 13th St, Gainesville, FL 32653, United States",9430 NW 13th St,Gainesville,FL,32653,4.8,78,Auto parts store,,,https://www.google.com/maps/place/Rollins+Automotive+Inc/data=!4m7!3m6!1s0x88e8a54d060d02c9:0x347325730faaf662!8m2!3d29.7410397!4d-82.3863979!16s%2Fg%2F1tfbc_20!19sChIJyQINBk2l6IgRYvaqD3MlczQ?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8a54d060d02c9:0x347325730faaf662
"Star Import Service, Inc.",(352) 375-8552,https://www.starimport.com/home,,"2219 NW 71st Pl, Gainesville, FL 32653, United States",2219 NW 71st Pl,Gainesville,FL,32653,4.8,48,Auto repair shop,,,"https://www.google.com/maps/place/Star+Import+Service,+Inc./data=!4m7!3m6!1s0x88e8a50ffb052bb9:0xae5a7e5fc3cade29!8m2!3d29.719297!4d-82.355628!16s%2Fg%2F1vtzj0ts!19sChIJuSsF-w-l6IgRKd7Kw19-Wq4?authuser=0&hl=en&rclk=1",auto repair shop,Gainesville,city,FL,2026-07-23T14:06:00,0x88e8a50ffb052bb9:0xae5a7e5fc3cade29
Bowdoins Body Shop And Auto Repair,,https://lomyu.me/bowdoins-body-shop-and-auto-repair-383657-us,,"201 E Magnolia Ave, Geneva, AL 36340, United States",201 E Magnolia Ave,Geneva,AL,36340,4.3,15,Auto repair shop,,,https://www.google.com/maps/place/Bowdoins+Body+Shop+And+Auto+Repair/data=!4m7!3m6!1s0x8892463f3a0c0001:0xd5e0162d139f6a59!8m2!3d31.0346971!4d-85.87355!16s%2Fg%2F11fll67hw3!19sChIJAQAMOj9GkogRWWqfEy0W4NU?authuser=0&hl=en&rclk=1,auto repair shop,Holmes County,county,FL,2026-07-15T11:19:03,0x8892463f3a0c0001:0xd5e0162d139f6a59
Ron's Firestone & Auto Parts,(334) 684-3804,http://rons-parts.edan.io/,,"818 E Town Ave, Geneva, AL 36340, United States",818 E Town Ave,Geneva,AL,36340,4.3,108,Tire shop,,,https://www.google.com/maps/place/Ron%27s+Firestone+%26+Auto+Parts/data=!4m7!3m6!1s0x88924614790c3117:0x1b970fe52555fe9!8m2!3d31.0327176!4d-85.8638199!16s%2Fg%2F1v2ky63d!19sChIJFzEMeRRGkogR6V9VUv5wuQE?authuser=0&hl=en&rclk=1,auto repair shop,Holmes County,county,FL,2026-07-15T11:19:03,0x88924614790c3117:0x1b970fe52555fe9
"Custom Carts and Coatings, Inc",(904) 259-0737,,,"9889 S Glen Ave, Glen St Mary, FL 32040, United States",9889 S Glen Ave,Glen St Mary,FL,32040,5.0,25,Repair service,,,"https://www.google.com/maps/place/Custom+Carts+and+Coatings,+Inc/data=!4m7!3m6!1s0x88e5f582ece2f3e9:0xdb996d68c77b868!8m2!3d30.2733766!4d-82.1599112!16s%2Fg%2F11j8wjby6r!19sChIJ6fPi7IL15YgRaLh3jNaWuQ0?authuser=0&hl=en&rclk=1",auto repair shop,Baker County,county,FL,2026-07-23T03:20:59,0x88e5f582ece2f3e9:0xdb996d68c77b868
Higginbotham’s Towing and Recovery Inc.,(904) 259-4375,http://fb.me/higgtow,,"7611 West Mt Vernon St, Glen St Mary, FL 32040, United States",7611 West Mt Vernon St,Glen St Mary,FL,32040,4.6,20,Towing service,,,https://www.google.com/maps/place/Higginbotham%E2%80%99s+Towing+and+Recovery+Inc./data=!4m7!3m6!1s0x88e5f5774d8ab817:0x414e40124fc8d9a6!8m2!3d30.275915!4d-82.1660519!16s%2Fg%2F11h7v7wydh!19sChIJF7iKTXf15YgRptnITxJATkE?authuser=0&hl=en&rclk=1,auto repair shop,Baker County,county,FL,2026-07-23T03:20:59,0x88e5f5774d8ab817:0x414e40124fc8d9a6
Rowan's Rides,,,,"10890 County Rd 125, Glen St Mary, FL 32040, United States",10890 County Rd 125,Glen St Mary,FL,32040,,,Auto repair shop,,,https://www.google.com/maps/place/Rowan%27s+Rides/data=!4m7!3m6!1s0x88e5f50014789acd:0x9abf409151ae8f4!8m2!3d30.286001!4d-82.1632037!16s%2Fg%2F11z7jy0x98!19sChIJzZp4FAD15YgR9OgaFQn0qwk?authuser=0&hl=en&rclk=1,auto repair shop,Baker County,county,FL,2026-07-23T03:20:59,0x88e5f50014789acd:0x9abf409151ae8f4
"Henry Arnold Ford Co., Inc. Collision",(850) 263-3271,,,"5323 Brown St, Graceville, FL 32440, United States",5323 Brown St,Graceville,FL,32440,,,Auto body shop,,,"https://www.google.com/maps/place/Henry+Arnold+Ford+Co.,+Inc.+Collision/data=!4m7!3m6!1s0x8892fbe7ba7964b9:0xc20aa8c2d953eb80!8m2!3d30.9553945!4d-85.51596!16s%2Fg%2F11q_jhz4sk!19sChIJuWR5uuf7kogRgOtT2cKoCsI?authuser=0&hl=en&rclk=1",auto repair shop,Holmes County,county,FL,2026-07-15T11:19:04,0x8892fbe7ba7964b9:0xc20aa8c2d953eb80
"Henry Arnold Ford Co., Inc. Service",(850) 263-3271,,,"5323 Brown St, Graceville, FL 32440, United States",5323 Brown St,Graceville,FL,32440,,,Auto repair shop,,,"https://www.google.com/maps/place/Henry+Arnold+Ford+Co.,+Inc.+Service/data=!4m7!3m6!1s0x8892fb886bab628b:0xeb8c7f38b6be411b!8m2!3d30.9553945!4d-85.51596!16s%2Fg%2F11r0vr8wb9!19sChIJi2Kra4j7kogRG0G-tjh_jOs?authuser=0&hl=en&rclk=1",auto repair shop,Holmes County,county,FL,2026-07-23T06:33:38,0x8892fb886bab628b:0xeb8c7f38b6be411b
S & W Auto Parts Inc,(850) 263-3249,http://www.carquest.com/,,"5328 Cotton St, Graceville, FL 32440, United States",5328 Cotton St,Graceville,FL,32440,4.5,58,Auto parts store,,,https://www.google.com/maps/place/S+%26+W+Auto+Parts+Inc/data=!4m7!3m6!1s0x8892fbd4ca5e72c1:0xd574b8299b35cf0f!8m2!3d30.955764!4d-85.5165301!16s%2Fg%2F11c1tt64cr!19sChIJwXJeytT7kogRD881mym4dNU?authuser=0&hl=en&rclk=1,auto repair shop,Holmes County,county,FL,2026-07-15T11:19:03,0x8892fbd4ca5e72c1:0xd574b8299b35cf0f
Meineke Car Care Center,(904) 297-3199,https://www.meineke.com/locations/fl/green-cove-springs-2961/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,,"3150 US-17, Green Cove Springs, FL 32043, United States",3150 US-17,Green Cove Springs,FL,32043,4.8,254,Auto repair shop,,,https://www.google.com/maps/place/Meineke+Car+Care+Center/data=!4m7!3m6!1s0x88e5db221abf1ff7:0x20f31af96ddab9a3!8m2!3d30.0303825!4d-81.7090094!16s%2Fg%2F11tp2n1kh_!19sChIJ9x-_GiLb5YgRo7nabfka8yA?authuser=0&hl=en&rclk=1,auto repair shop,Clay County,county,FL,2026-07-23T04:22:46,0x88e5db221abf1ff7:0x20f31af96ddab9a3
"Griffis Automotive Clinic, Inc",(352) 243-2277,https://griffisautomotiveclinic.com/,,"125 Villa City Rd, Groveland, FL 34736, United States",125 Villa City Rd,Groveland,FL,34736,4.6,309,Auto repair shop,,,"https://www.google.com/maps/place/Griffis+Automotive+Clinic,+Inc/data=!4m7!3m6!1s0x88e78db4820522e1:0x466d2a9f7f9b9238!8m2!3d28.5653261!4d-81.8679279!16s%2Fg%2F1vfzf_53!19sChIJ4SIFgrSN54gROJKbf58qbUY?authuser=0&hl=en&rclk=1",auto repair shop,Sumter County,county,FL,2026-07-23T11:59:40,0x88e78db4820522e1:0x466d2a9f7f9b9238
J Garrett Tire Inc,(352) 429-4673,https://jgarretttinc.wixsite.com/jgarrett,,"132 FL-33, Groveland, FL 34736, United States",132 FL-33,Groveland,FL,34736,4.8,305,Tire shop,,,https://www.google.com/maps/place/J+Garrett+Tire+Inc/data=!4m7!3m6!1s0x88e78cdb3bec1ebf:0x2add78ea36baf279!8m2!3d28.5576449!4d-81.8517733!16s%2Fg%2F1v26myhd!19sChIJvx7sO9uM54gRefK6Nup43So?authuser=0&hl=en&rclk=1,auto repair shop,Lake County,county,FL,2026-07-15T11:47:28,0x88e78cdb3bec1ebf:0x2add78ea36baf279
"Gulfport Garage, Inc",(727) 345-1798,http://gulfportautogarage.com/,,"2731 Beach Blvd S, Gulfport, FL 33707, United States",2731 Beach Blvd S,Gulfport,FL,33707,4.8,202,Auto repair shop,,,"https://www.google.com/maps/place/Gulfport+Garage,+Inc/data=!4m7!3m6!1s0x88c2e299906a0b8f:0xd967222cda2443ec!8m2!3d27.7423823!4d-82.7084747!16s%2Fg%2F1td5s1lj!19sChIJjwtqkJniwogR7EMk2iwiZ9k?authuser=0&hl=en&rclk=1",auto repair shop,Gulf County,county,FL,2026-07-23T05:53:47,0x88c2e299906a0b8f:0xd967222cda2443ec
"Auto One Repair, Inc.",(863) 547-9664,http://autoonerepairs.com/,,"930 Roberts Rd #50, Haines City, FL 33844, United States",930 Roberts Rd #50,Haines City,FL,33844,4.1,60,Car repair and maintenance service,,,"https://www.google.com/maps/place/Auto+One+Repair,+Inc./data=!4m7!3m6!1s0x88dd733a84f396ed:0x507535251e704c9c!8m2!3d28.0565151!4d-81.6348927!16s%2Fg%2F11cmylk77m!19sChIJ7ZbzhDpz3YgRnExwHiU1dVA?authuser=0&hl=en&rclk=1",auto repair shop,Polk County,county,FL,2026-07-15T13:46:10,0x88dd733a84f396ed:0x507535251e704c9c
Cope Auto Repair & Body Shop Inc.,(863) 419-1444,,,"1415 Lockhart Ave, Haines City, FL 33844, United States",1415 Lockhart Ave,Haines City,FL,33844,4.5,99,Auto repair shop,,,https://www.google.com/maps/place/Cope+Auto+Repair+%26+Body+Shop+Inc./data=!4m7!3m6!1s0x88dd73eea96c37a1:0xc69b6f2c3b35f17c!8m2!3d28.1192271!4d-81.6195443!16s%2Fg%2F11b6gd8wpm!19sChIJoTdsqe5z3YgRfPE1Oyxvm8Y?authuser=0&hl=en&rclk=1,auto repair shop,Polk County,county,FL,2026-07-23T10:40:27,0x88dd73eea96c37a1:0xc69b6f2c3b35f17c
Carls Automotive,,,,"3636-3698 AL-167, Hartford, AL 36344, United States",3636-3698 AL-167,Hartford,AL,36344,3.9,7,Auto repair shop,,,https://www.google.com/maps/place/Carls+Automotive/data=!4m7!3m6!1s0x8892597fd4b496ad:0xcb7d4046a655a445!8m2!3d31.0561261!4d-85.6843209!16s%2Fg%2F11c466drs0!19sChIJrZa01H9ZkogRRaRVpkZAfcs?authuser=0&hl=en&rclk=1,auto repair shop,Holmes County,county,FL,2026-07-15T11:19:03,0x8892597fd4b496ad:0xcb7d4046a655a445
1 Auto Center Corp,(786) 409-6265,http://autocentercorp.com/,,"1010 E 49th St, Hialeah, FL 33013, United States",1010 E 49th St,Hialeah,FL,33013,4.8,465,Auto repair shop,,,https://www.google.com/maps/place/1+Auto+Center+Corp/data=!4m7!3m6!1s0x88d9b1a7c97cdfb1:0xe27e14d1e1879135!8m2!3d25.8669965!4d-80.2627774!16s%2Fg%2F11j920kfmw!19sChIJsd98yaex2YgRNZGH4dEUfuI?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-23T13:24:21,0x88d9b1a7c97cdfb1:0xe27e14d1e1879135
271 Hialeah Automotive Corp,(305) 887-5583,http://271hialeahautomotive.com/,,"271 E 1st Ave, Hialeah, FL 33010, United States",271 E 1st Ave,Hialeah,FL,33010,3.9,97,Tire shop,,,https://www.google.com/maps/place/271+Hialeah+Automotive+Corp/data=!4m7!3m6!1s0x88d9ba0853583aef:0xec47056e988d59a4!8m2!3d25.8243047!4d-80.2791277!16s%2Fg%2F1tfp_m_7!19sChIJ7zpYUwi62YgRpFmNmG4FR-w?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-23T13:24:21,0x88d9ba0853583aef:0xec47056e988d59a4
AAMCO Transmissions & Total Car Care,(305) 755-4784,http://www.aamcohialeahfl.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,,"420 W 29th St, Hialeah, FL 33012, United States",420 W 29th St,Hialeah,FL,33012,4.5,135,Transmission shop,,,https://www.google.com/maps/place/AAMCO+Transmissions+%26+Total+Car+Care/data=!4m7!3m6!1s0x88d9ba65a595b39b:0x5ef1c5b79c17fe6e!8m2!3d25.847765!4d-80.291116!16s%2Fg%2F1tx1t_6b!19sChIJm7OVpWW62YgRbv4XnLfF8V4?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-23T12:46:13,0x88d9ba65a595b39b:0x5ef1c5b79c17fe6e
Alfred's Auto Care Inc,(305) 828-0060,,,"17, 1997, 8725 NW 117th St, Hialeah, FL 33018, United States","17, 1997, 8725 NW 117th St",Hialeah,FL,33018,4.8,18,Auto repair shop,,,https://www.google.com/maps/place/Alfred%27s+Auto+Care+Inc/data=!4m7!3m6!1s0x88d9bb14c22df5cd:0xeac30c0325364aa9!8m2!3d25.880234!4d-80.342355!16s%2Fg%2F1tf668fn!19sChIJzfUtwhS72YgRqUo2JQMMw-o?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-23T13:24:21,0x88d9bb14c22df5cd:0xeac30c0325364aa9
Alignment Center,,,,"3883 W 16th Ave, Hialeah, FL 33012, United States",3883 W 16th Ave,Hialeah,FL,33012,4.5,29,Auto repair shop,,,https://www.google.com/maps/place/Alignment+Center/data=!4m7!3m6!1s0x88d9ba566bdc0327:0x2b384f394cd9325d!8m2!3d25.8641207!4d-80.3045967!16s%2Fg%2F1q65ylg4r!19sChIJJwPca1a62YgRXTLZTDlPOCs?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-23T13:24:21,0x88d9ba566bdc0327:0x2b384f394cd9325d
